time_h,T,pH,DO,G,E,X,mu_G,mu_E
0.0,30.0,5.0,6.7,5.0,0.0,2.5,0.14705882352941177,0.0
0.0005555555555555556,29.950152800044545,4.999918295696152,6.7,4.9986382951343975,0.0004629679571443034,2.5002042607596193,0.14705664488491696,7.234061655693894e-06
0.0011111111111111111,29.90149264750129,4.999837979287227,6.7,4.997276520029669,0.0009259364901914196,2.5004085420764293,0.1470500237476731,1.4433588252645168e-05
0.0016666666666666666,29.853991258853124,4.999759031055269,6.7,4.99591471421264,0.0013888922189575685,2.500612837996064,0.1470393047366458,2.1628177259859918e-05
0.0022222222222222222,29.8076210255047,4.999681431391673,6.7,4.994552914131743,0.001851822720219117,2.500817143064483,0.14702481096059608,2.8843816601578927e-05
0.002777777777777778,29.7623549976156,4.9996051608091365,6.7,4.993191153348943,0.0023147164735809666,2.501021452294403,0.147006845310142,3.6103197751283146e-05
0.0033333333333333335,29.718166868324563,4.999530199952541,6.7,4.991829462720153,0.002777562810286092,2.5012257611338673,0.1469856916706649,4.34260058221921e-05
0.003888888888888889,29.67503095835507,4.9994565296088505,6.7,4.990467870564856,0.003240351864798797,2.501430065436826,0.1469616160611319,5.082918807103255e-05
0.0044444444444444444,29.632922200992827,4.9993841307160825,6.7,4.989106402825584,0.0037030745290050843,2.5016343614355896,0.14693486770356415,5.8327202177200904e-05
0.005,29.59181612742597,4.999312984371422,6.7,4.987745083217868,0.004165722408883512,2.5018386457150474,0.14690568002755947,6.593224560146688e-05
0.005555555555555556,29.55168885243903,4.999243071838535,6.7,4.9863839333712425,0.004628287783509111,2.502042915188529,0.1468742716139837,7.365446726830865e-05
0.006111111111111111,29.512517060451916,4.99917437455413,6.7,4.985022972961848,0.0050907635662614395,2.502247167075208,0.14684084708166778,8.150216275494683e-05
0.006666666666666667,29.474277991895466,4.999106874133838,6.7,4.983662219837118,0.0055531432681157405,2.5024513988789554,0.14680559792069517,8.948195410885775e-05
0.007222222222222223,29.436949429915263,4.999040552377435,6.7,4.982301690133054,0.0060154209629034415,2.5026556083685403,0.14676870327562208,9.759895535493426e-05
0.007777777777777778,29.400509687395658,4.998975391273479,6.7,4.980941398384512,0.006477591254435041,2.5028597935591,0.1467303306817575,0.0001058569246936601
0.008333333333333333,29.364937594296144,4.998911373003374,6.7,4.979581357628921,0.0069396492453847125,2.5030639526947978,0.1466906367574201,0.00011425840433354594
0.008888888888888889,29.330212485292446,4.998848479944925,6.7,4.978221579503841,0.0074015905078418254,2.50326808423259,0.14664976785490058,0.00012280484884457017
0.009444444444444445,29.29631418771485,4.998786694675416,6.7,4.976862074338705,0.007863411055440068,2.5034721868270364,0.14660786067267922,0.00013149674286493113
0.01,29.26322300977653,4.998725999974228,6.7,4.975502851241103,0.00832510731697993,2.503676259316084,0.14656504283128316,0.00014033370894116348
0.010555555555555556,29.23091972908478,4.9986663788250585,6.7,4.974143918177933,0.008786676111465119,2.5038803007077663,0.14652143341501356,0.0001493146062316512
0.011111111111111112,29.199385581428213,4.998607814417744,6.7,4.972785282051714,0.009248114624477903,2.504084310167757,0.1464771434816293,0.00015843762075594658
0.011666666666666667,29.168602249833313,4.998550290149733,6.7,4.971426948772352,0.00970942038582259,2.504288287007726,0.14643227654193983,0.00016770034782701636
0.012222222222222223,29.13855185388363,4.998493789627231,6.7,4.970068923324627,0.010170591248370239,2.5044922306744466,0.146386929011135,0.0001770998672606587
0.012777777777777779,29.10921693929537,4.9984382966660315,6.7,4.968711209831651,0.010631625368041396,2.5046961407396076,0.14634119063356354,0.00018663281191572516
0.013333333333333334,29.08058046774304,4.998383795292074,6.7,4.967353811614532,0.011092521184867105,2.504900016890283,0.14629514488256345,0.00019629543008054282
0.01388888888888889,29.052625806929168,4.99833026974174,6.7,4.965996731248472,0.011553277405071649,2.505103858920022,0.14624886933684536,0.00020608364218491668
0.014444444444444446,29.025336720892096,4.998277704461901,6.7,4.964639970615498,0.012013892984123581,2.5053076667205163,0.14620243603483676,0.00021599309228315883
0.015000000000000001,28.99869736054612,4.998226084109751,6.7,4.963283530954034,0.012474367110704439,2.5055114402738123,0.14615591180830625,0.00022601919472182682
0.015555555555555557,28.97269225444835,4.998175393552432,6.7,4.961927412905489,0.012934699191547239,2.505715179645029,0.14610935859650281,0.0002361571763761398
0.01611111111111111,28.94730629978676,4.998125617866474,6.7,4.960571616558037,0.01339488883709943,2.5059188849755567,0.14606283374197218,0.00024640211481093664
0.016666666666666666,28.922524753584124,4.998076742337056,6.7,4.959216141487764,0.013854935847967346,2.5061225564766985,0.14601639026913557,0.00025674897269625026
0.017222222222222222,28.898333224112598,4.9980287524571105,6.7,4.95786098679731,0.014314840202101489,2.5063261944237336,0.1459700771466531,0.00026719262878292744
0.017777777777777778,28.874717662513834,4.997981633926285,6.7,4.956506151152176,0.014774602042684113,2.5065297991503717,0.1459239395345278,0.00027772790572128684
0.018333333333333333,28.85166435461971,4.997935372649766,6.7,4.955151632814823,0.015234221666682583,2.5067333710435764,0.1458780190168501,0.0002883495949843922
0.01888888888888889,28.82915991296879,4.997889954736984,6.7,4.953797429676683,0.015693699514033918,2.506936910538732,0.1458323538210266,0.0002990524791379033
0.019444444444444445,28.80719126901382,4.997845366500204,6.7,4.952443539288218,0.01615303615742769,2.507140418115136,0.14578697902428428,0.0003098313516801973
