time_h,biomass,sugar_ref,ethanol
0.0,1.2,240.0,0.0
0.0400266844563042,1.2128898796367191,239.75219987297606,0.11580762139664928
0.0800533689126084,1.2259001369599605,239.50211557428705,0.23268085338064856
0.12008005336891261,1.2390315343321423,239.24973326893357,0.3506261102014922
0.1601067378252168,1.2522847938426118,238.99503987696693,0.4696494544425744
0.200133422281521,1.2656606440654785,238.73802221109483,0.5897569977681472
0.24016010673782523,1.2791598098032988,238.4786671726829,0.7109548093968182
0.2801867911941294,1.2927830109464347,238.21696177005586,0.8332489077758356
0.3202134756504336,1.3065309638428937,237.95289308824206,0.9566452749664239
0.3602401601067378,1.3204043761341318,237.68644839793478,1.0811498051148114
0.400266844563042,1.334403954124706,237.41761500025765,1.2067683778495961
0.4402935290193462,1.348530399363621,237.14638030018997,1.3335068234840475
0.48032021347565046,1.3627844076298832,236.87273182822943,1.4613709127569507
0.5203468979319547,1.3771666677398031,236.59665726092857,1.5903663473849319
0.5603735823882589,1.3916778586395493,236.31814447095636,1.720498737031871
0.600400266844563,1.406318655020442,236.03718143041164,1.8517736437890417
0.6404269513008672,1.4210897254458708,235.75375624307458,1.9841965673379536
0.6804536357571714,1.4359917321200832,235.46785714838788,2.1177729431188808
0.7204803202134756,1.4510253289542876,235.1794725523424,2.2525081282909007
0.7605070046697798,1.4661911598878685,234.8885910542884,2.388407389544041
0.800533689126084,1.481489864172875,234.59520136253903,2.52547594146428
0.8405603735823882,1.4969220741572624,234.2992923297729,2.6637189304400497
0.8805870580386924,1.512488415213629,234.0008529541726,2.803141434144858
0.9206137424949966,1.5281894998563408,233.699872489739,2.943748410156854
0.9606404269513009,1.5440259283601554,233.3963404346909,3.0855447013618287
1.0006671114076051,1.5599982969656756,233.09024637759833,3.2285351076188133
1.0406937958639093,1.5761071936436954,232.7815800768082,3.372724348766326
1.0807204803202135,1.5923531979995242,232.4703314622226,3.5181170637953776
1.1207471647765177,1.6087368732251555,232.15649078479578,3.6647177413097936
1.160773849232822,1.625258771647278,231.84004851347416,3.8125307674654345
1.200800533689126,1.6419194393058019,231.52099525014447,3.9615604655323917
1.2408272181454303,1.6587194126033669,231.19932179187336,4.111811066944011
1.2808539026017345,1.6756592174709057,230.8750191461783,4.263286704208323
1.3208805870580387,1.6927393542940552,230.54807880689364,4.41599128285583
1.3609072715143429,1.7099603176455362,230.21849239307468,4.569928649051966
1.400933955970647,1.727322595645113,229.88625166077918,4.725102584123645
1.4409606404269513,1.7448266648447703,229.55134859675195,4.8815167610675765
1.4809873248832555,1.7624729898750142,229.21377542497544,5.039174741504512
1.5210140093395597,1.780262023091171,228.87352461322016,5.198079972633529
1.5610406937958639,1.7981942042196914,228.53058887959526,5.358235784186284
