time_h,CGL_bulk_glucose,CGS_surface_glucose,biomass,ethanol,sugar_ref
0.0,172.0,0.0,6.0,0.0,172.0
0.032021347565043365,170.62312938456898,1.371756281112057,6.000002034822585,0.0036631584192897072,170.62312938456898
0.06404269513008673,169.2573091632051,2.724243409264736,6.000007999022987,0.013211791666186325,169.2573091632051
0.0960640426951301,167.90245049989704,4.059681857345714,6.000017698445691,0.027117880523036347,167.90245049989704
0.12808539026017346,166.55846530731253,5.3795512340878195,6.000030956829828,0.044384034980919564,166.55846530731253
0.16010673782521684,165.2252662291897,6.684898935746937,6.000047612536941,0.06432220975356868,165.2252662291897
0.1921280853902602,163.90276662734846,7.97650265301978,6.000067516302427,0.08643720035075556,163.90276662734846
0.22414943295530354,162.59088057137743,9.2549626248815,6.000090529583561,0.11036050757184798,162.59088057137743
0.2561707805203469,161.2895228298998,10.520757477932314,6.000116523281863,0.13581030935481792,161.2895228298998
0.2881921280853903,159.99860886284165,11.774279498791921,6.000145376719078,0.16256617793495176,159.99860886284165
0.3202134756504337,158.71805481435848,13.015857941017302,6.000176976791582,0.19045237544380386,158.71805481435848
0.352234823215477,157.44777750622424,14.245774809000459,6.000211217258613,0.21932654293040676,157.44777750622424
0.3842561707805204,156.18769443154295,15.464276016789006,6.0002479981307575,0.24907170514348256,156.18769443154295
0.41627751834556376,154.93772374871168,16.67157937395727,6.000287225139401,0.27959054998628347,154.93772374871168
0.4482988659106071,153.6977842755739,17.867880420774462,6.00032880927122,0.3108012497667526,153.6977842755739
0.48032021347565046,152.4677954837248,19.05335679532503,6.000372666356104,0.3426343348287918,152.4677954837248
0.5123415610406938,151.24767749294142,20.228171552506375,6.000418716699852,0.3750303185139208,151.24767749294142
0.5443629086057372,150.0373510657169,21.39247574090972,6.000466884754432,0.40793785407556127,150.0373510657169
0.5763842561707806,148.83673760188938,22.546410371090086,6.000517098822186,0.4413123278357666,148.83673760188938
0.608405603735824,147.64575913334966,23.69010796002091,6.00056929078827,0.4751147561077749,147.64575913334966
0.6404269513008674,146.4643383188135,24.823693874414754,6.000623395875252,0.5093108262444264,146.4643383188135
0.6724482988659106,145.29239843866696,25.94728733238049,6.000679352421002,0.5438701825624701,145.29239843866696
0.704469646430954,144.1298633898755,27.061002174089865,6.000737101678634,0.5787658778002042,144.1298633898755
0.7364909939959974,142.9766576809367,28.164947628358586,6.000796587627225,0.6139738274532477,142.9766576809367
0.7685123415610408,141.83270642690053,29.25922880385392,6.000857756804379,0.6494724614633217,141.83270642690053
0.8005336891260841,140.6979353444307,30.34394719325119,6.000920558148287,0.68524236657545,140.6979353444307
0.8325550366911275,139.57227074691716,31.41920107119595,6.000984942852625,0.7212660047758745,139.57227074691716
0.8645763842561709,138.45563953963787,32.48508580748718,6.001050864234681,0.7575274924561455,138.45563953963787
0.8965977318212142,137.34796921496076,33.54169417613968,6.0011182776100895,0.7940123824908044,137.34796921496076
0.9286190793862575,136.24918784758995,34.58911661216679,6.001187140176751,0.8307074837503615,136.24918784758995
0.9606404269513009,135.15922408986611,35.62744135754007,6.001257410914897,0.8676007600055862,135.15922408986611
0.9926617745163443,134.07800716710534,36.65675459721243,6.001329050492826,0.9046812359177455,134.07800716710534
1.0246831220813877,133.00546687293797,37.67714085491409,6.001402021151436,0.941938716811781,133.00546687293797
1.056704469646431,131.94153356475994,38.68868287907904,6.0014762866449445,0.9793638738396117,131.94153356475994
1.0887258172114744,130.8861381591779,39.691461815979174,6.001551812155265,1.0169481232695825,130.8861381591779
1.1207471647765177,129.83921212747725,40.685557469044255,6.001628564199408,1.0546834439773558,129.83921212747725
1.1527685123415612,128.8006874911877,41.67104818140503,6.001706510586952,1.0925624649215695,128.8006874911877
1.1847898599066045,127.7704968176289,42.64801103450868,6.001785620338399,1.1305783260837383,127.7704968176289
1.216811207471648,126.74857321551428,43.61652192852404,6.001865863623595,1.1687246240854365,126.74857321551428
1.2488325550366912,125.7348503306108,44.57665556881622,6.001947211717947,1.206995425079973,125.7348503306108
1.2808539026017347,124.72926234139481,45.52848560619838,6.002029636933327,1.245385167436398,124.72926234139481
1.312875250166778,123.73174395477737,46.47208464994808,6.002113112576249,1.283888655550122,123.73174395477737
1.3448965977318212,122.74223040185723,47.40752430177474,6.002197612903486,1.322501038616791,122.74223040185723
1.3769179452968647,121.76065743368837,48.334875243827,6.00228311306665,1.361217750669627,121.76065743368837
1.408939292861908,120.7869613171148,49.25420723645249,6.002369589081118,1.4000345152305298,120.7869613171148
1.4409606404269515,119.82107883061761,50.16558916539509,6.002457017783293,1.438947314527393,119.82107883061761
1.4729819879919948,118.86294726019332,51.069089091063226,6.002545376788353,1.4779523572033477,118.86294726019332
1.5050033355570382,117.91250439528848,51.964774251492685,6.002634644463684,1.517046079157187,117.91250439528848
1.5370246831220815,116.9696885247299,52.85271112319651,6.002724799883458,1.5562251029172514,116.9696885247299
1.5690460306871248,116.03443843272669,53.73296542484952,6.002815822805468,1.5954862379096517,116.03443843272669
1.6010673782521683,115.10669339490656,54.605602116999556,6.002907693650519,1.6348264835459376,115.10669339490656
1.6330887258172115,114.18639317436846,55.47068542329834,6.003000393474749,1.6742430168828277,114.18639317436846
1.665110073382255,113.27347801776125,56.32827885560197,6.003093903941003,1.7137331774904097,113.27347801776125
1.6971314209472983,112.36788865129026,57.17844536021463,6.003188207241793,1.7532943656034057,112.36788865129026
1.7291527685123418,111.46956627699527,58.021247182600426,6.003283286137955,1.7929241417187765,111.46956627699527
1.761174116077385,110.57845256892044,58.85674589517874,6.003379123931781,1.8326202094631394,110.57845256892044
1.7931954636424283,109.69448966931866,59.68500242100329,6.003475704442763,1.872380401381902,109.69448966931866
1.8252168112074718,108.8176201848514,60.50607708022227,6.003573011971412,1.9122026484198782,108.8176201848514
1.857238158772515,107.94778718277857,61.320029669340684,6.00367103124763,1.9520849259190927,107.94778718277857
1.8892595063375586,107.08493418741816,62.12691934513393,6.0037697474759275,1.9920253393060894,107.08493418741816
1.9212808539026018,106.2290051764295,62.92680467696956,6.003869146298499,2.0320220893117313,106.2290051764295
1.9533022014676453,105.37994457717888,63.71974365581046,6.003969213780266,2.0720734681496094,105.37994457717888
1.9853235490326886,104.53769726304137,64.50579374677903,6.0040699363666565,2.1121778245584832,104.53769726304137
2.017344896597732,103.70220854984919,65.28501188497593,6.004171300877593,2.152333569357998,103.70220854984919
2.0493662441627754,102.87342419241833,66.05745444771367,6.00427329451681,2.192539197830164,102.87342419241833
2.0813875917278186,102.05129038099147,66.82317728040175,6.004375904847894,2.2327932737549863,102.05129038099147
